model,device,nll_per_char,nll_per_token,delta_nll_per_char,ci_lo,ci_hi,fertility_tok_per_char
Qwen/Qwen2.5-Coder-0.5B,cuda,1.8839003182537044,5.283419689538585,0.5524632473671325,0.5059033108039876,0.6005431656146689,0.37503723562704794
Qwen/Qwen2.5-Coder-1.5B,cuda,1.9034019273627822,5.338112172227953,0.6311164620467211,0.5867027937458502,0.6777997609277535,0.37503723562704794
Qwen/Qwen2.5-Coder-3B,cuda,1.9020767547134705,5.334395710587402,0.6530052255740206,0.6088532803763105,0.6990616547960777,0.37503723562704794
Qwen/Qwen2.5-Coder-7B [cpu],cpu,1.8545618480538058,5.201139618977966,0.5870798124102348,0.5409177523868944,0.6354920085074129,0.37503723562704794
