lane,model,language,condition,n,arg_extraction,decode_seconds_median,delta_nll_per_char,delta_nll_per_char_hi,delta_nll_per_char_lo,delta_nll_per_token,device,e2e_seconds_median,e2e_seconds_p95,fertility_tok_per_char,input_tokens_median,language_compliance,mcnemar_p,model_tokens_per_program,multi_op,n_parameters,nll_per_char,nll_per_token,nll_per_utf8_byte,nll_seconds_total,op_selection,output_tok_per_s_median,output_tokens_median,parse_validity,peak_rss_bytes,peak_vram_allocated_bytes,precision,prefill_seconds_median,rd_ci95_hi,rd_ci95_lo,risk_difference_vs_identity,selector_resolution,semantic_accuracy,semantic_correct_k,semantic_wilson_hi,semantic_wilson_lo,token_perplexity,vacuous_rate
A,Qwen/Qwen2.5-Coder-0.5B,identity,nll,62,,,,,,,cuda,,,0.3511072261072261,,,,19.43548387096774,,494032768,1.331437070886572,3.997805798147607,1.331437070886572,1.489762,,,,,,,fp32,,,,,,,,,,54.4784820071185,
A,Qwen/Qwen2.5-Coder-0.5B,alpha,nll,62,,,0.5524632473671325,0.6005431656146689,0.5059033108039876,1.2856138913909776,cuda,,,0.37503723562704794,,,,20.306451612903224,,494032768,1.8839003182537044,5.283419689538585,1.8839003182537044,1.452387,,,,,,,fp32,,,,,,,,,,197.04254887199633,
A,Qwen/Qwen2.5-Coder-0.5B,beta,nll,62,,,1.72351232719866,1.8125684831273838,1.6256247802717105,2.450279278253694,cuda,,,0.49184149184149184,,,,27.225806451612904,,494032768,3.054949398085232,6.448085076401301,3.054949398085232,1.470227,,,,,,,fp32,,,,,,,,,,631.4918755589541,
A,Qwen/Qwen2.5-Coder-0.5B,gamma,nll,62,,,2.818855602682216,2.991948833495771,2.6292983291301946,2.3384795382698336,cuda,,,0.6802278275020341,,,,26.967741935483872,,494032768,4.150292673568788,6.336285336417441,3.0343305745485067,1.470446,,,,,,,fp32,,,,,,,,,,564.6947594607324,
