model,device,nll_per_char,nll_per_token,delta_nll_per_char,ci_lo,ci_hi,fertility_tok_per_char
Qwen/Qwen2.5-Coder-0.5B,cuda,1.331437070886572,3.997805798147607,,,,0.3511072261072261
Qwen/Qwen2.5-Coder-1.5B,cuda,1.2722854653160611,3.8201957278781467,,,,0.3511072261072261
Qwen/Qwen2.5-Coder-3B,cuda,1.2490715291394499,3.75049299038197,,,,0.3511072261072261
Qwen/Qwen2.5-Coder-7B [cpu],cpu,1.267482035643571,3.805772831433714,,,,0.3511072261072261
