model,device,nll_per_char,nll_per_token,delta_nll_per_char,ci_lo,ci_hi,fertility_tok_per_char
Qwen/Qwen2.5-Coder-0.5B,cuda,3.054949398085232,6.448085076401301,1.72351232719866,1.6256247802717105,1.8125684831273838,0.49184149184149184
Qwen/Qwen2.5-Coder-1.5B,cuda,2.98019795984655,6.290307132960246,1.7079124945304887,1.6158668793353839,1.790083519818677,0.49184149184149184
Qwen/Qwen2.5-Coder-3B,cuda,2.9121218305645566,6.1466187715237135,1.6630503014251068,1.570141600705024,1.7471719603126579,0.49184149184149184
Qwen/Qwen2.5-Coder-7B [cpu],cpu,2.858509959596576,6.033460136122662,1.5910279239530052,1.5093652223568257,1.6659364431086867,0.49184149184149184
