model,device,nll_per_char,nll_per_token,delta_nll_per_char,ci_lo,ci_hi,fertility_tok_per_char
Qwen/Qwen2.5-Coder-0.5B,cuda,4.150292673568788,6.336285336417441,2.818855602682216,2.6292983291301946,2.991948833495771,0.6802278275020341
Qwen/Qwen2.5-Coder-1.5B,cuda,4.394127778254261,6.708550359595637,3.1218423129382,2.9225257661541413,3.3056198856774826,0.6802278275020341
Qwen/Qwen2.5-Coder-3B,cuda,3.9137769719272053,5.9751949049671245,2.6647054427877555,2.484928478597783,2.83214885600275,0.6802278275020341
Qwen/Qwen2.5-Coder-7B [cpu],cpu,4.049727927969179,6.182752327297045,2.7822458923256077,2.585179579995824,2.9681722160290525,0.6802278275020341
